,Mean,Std Dev,Skewness,Kurtosis,IQR
 Stage 1  Out  Meas 1  U  Act,8.050511414027826,6.904337081303327,-0.27187195206028053,-1.8457680262578267,13.87
 Stage 1  Out  Meas 1  U  Setp,22.649608177172066,1.4309034575554138,-15.767953668996839,246.66338040350107,0.0
 Stage 1  Out  Meas 2  U  Act,11.357154440314098,1.052791434325541,-7.080751752501472,86.97915570823291,0.3200000000000003
 Stage 1  Out  Meas 2  U  Setp,12.968245315161843,0.8192771775449208,-15.767953668996801,246.66338040350067,0.0
 Stage 1  Out  Meas 3  U  Act,21.325946078398495,2.110456368852769,-9.943581950444495,97.49512937810711,0.07000000000000028
 Stage 1  Out  Meas 3  U  Setp,21.793026689381037,1.3767883751676546,-15.767953668996805,246.66338040350084,0.0
 Stage 1  Out  Meas 4  U  Act,32.876440998602426,3.8698489339561792,-7.807058423384841,63.637642029068175,0.8299999999999983
 Stage 1  Out  Meas 4  U  Setp,32.42061328790461,2.048192943862302,-15.767953668996816,246.66338040350064,0.0
 Stage 1  Out  Meas 5  U  Act,0.12423272648384627,0.5701907734481257,4.419402548115302,17.898311956756324,0.0
 Stage 1  Out  Meas 5  U  Setp,2.729108461101647,0.1724131694679787,-15.767953668996809,246.66338040350084,0.0
 Stage 1  Out  Meas 6  U  Act,1.337960970284508,1.1356552100572048,0.6745610969215613,1.200065829027726,1.82
 Stage 1  Out  Meas 6  U  Setp,4.233106189664963,0.2674291862185801,-15.767953668996805,246.6633804035007,0.0
 Stage 1  Out  Meas 7  U  Act,1.1004828420130321,1.4139857818078292,0.5108121727690842,-1.7231643574105362,2.9
 Stage 1  Out  Meas 7  U  Setp,2.9581942078364563,0.18688580778098426,-15.767953668996785,246.66338040350027,0.0
 Stage 1  Out  Meas 8  U  Act,19.7540182661071,4.786563501183191,-3.8833638274229587,13.089215300141424,0.0799999999999983
 Stage 1  Out  Meas 8  U  Setp,21.215332197614998,1.3402921568131192,-15.767953668996812,246.66338040350064,0.0
 Stage 1  Out  Meas 9  U  Act,17.96596430357112,4.1972965367852355,-4.028027452435039,14.310394838479672,0.21999999999999886
 Stage 1  Out  Meas 9  U  Setp,19.442407722884724,1.2282865211733376,-15.767953668996789,246.66338040350027,0.0
 Stage 1  Out  Meas 1 0  U  Act,7.681824038572402,1.0854857637505195,-6.722144418389112,45.135413275115546,0.1899999999999995
 Stage 1  Out  Meas 1 0  U  Setp,8.615616127200457,0.5442970495978161,-15.767953668996796,246.6633804035005,0.0
 Stage 1  Out  Meas 1 1  U  Act,1.4927447786729129,2.5427388488653215,1.1191851809753053,-0.7412743401219912,5.41
 Stage 1  Out  Meas 1 1  U  Setp,6.135513912549687,0.3876150087309303,-15.767953668996785,246.6633804035003,0.0
 Stage 1  Out  Meas 1 2  U  Act,1.202879578230054,0.6636772427288534,-1.156421083059717,-0.34001085142049803,0.18000000000000016
 Stage 1  Out  Meas 1 2  U  Setp,2.011970471323112,0.12710751909683105,-15.767953668996777,246.66338040350035,0.0
 Stage 1  Out  Meas 1 3  U  Act,2.8811808868902364,0.9410270280208445,-2.3211841007843277,4.055873335726853,0.2999999999999998
 Stage 1  Out  Meas 1 3  U  Setp,3.1474389551391253,0.19884146551781484,-15.767953668996801,246.6633804035005,0.0
 Stage 1  Out  Meas 1 4  U  Act,9.940519377001733,7.416542681069652,-0.5865773904182568,-1.63406142391092,15.76
 Stage 1  Out  Meas 1 4  U  Setp,17.649562748438385,1.115022395245468,-15.767953668996785,246.66338040350027,0.0
 Mchn 4  Temp 1  C  Act,360.1240343996096,2.287781539103399,-1.477921400148824,234.6392627404053,0.0
 Mchn 4  Temp 2  C  Act,360.1347007455565,2.9572402357005036,-4.511356558971747,231.52546309113396,2.0
 Mchn 4  Pressure  C  Act,17.22626905306644,0.941113039722563,0.7827562667160277,4.405025825753147,1.0
 Mchn 4  Temp 3  C  Act,322.6121129392462,3.713272603843182,-2.580704858742019,17.103855096225118,4.0
 Mchn 4  Temp 4  C  Act,17.22626905306644,0.941113039722563,0.7827562667160277,4.405025825753147,1.0
 Mchn 4  Temp 5  C  Act,309.78199768782656,2.8599168396485393,-2.5687678516937575,26.44045915474048,2.0
 Mchn 4  Exit Temp  U  Act,187.1396247819655,23.653074588397214,-5.2510393164147215,27.070352585673753,2.0
 Mchn 5  Temp 1  C  Act,309.9981278206488,0.03917375222982631,-2.7417737687839807,39.03901975890555,0.0
 Mchn 5  Temp 2  C  Act,289.99819317661127,0.05188742286098804,-0.1324987063324825,2.02262819756866,0.0
 Mchn 5  Temp 3  C  Act,269.6794686058632,1.0309231971549389,-3.854949868921817,14.933319718499154,0.0
 Mchn 5  Temp 4  C  Act,242.66049093863572,1.5910253962954064,-0.8314582095911384,0.8260893802512488,1.6999999999999886
 Mchn 5  Temp 5  C  Act,244.99502426472176,0.1055723215536839,-12.712698735392232,209.1455752107606,0.0
 Mchn 5  Temp 6  C  Act,63.42115198208334,0.40223703507624825,2.1123871988497,8.86213638945945,0.3999999999999986
 Mchn 5  Exit Temp  U  Act,153.98008153461672,10.30802323268143,-9.314912167933516,91.11117903114551,2.4000000000000057
 Stage 2  Out  Meas 0  U  Act,11.695055348555792,3.620492963442025,-2.9069813191614693,6.4998108103339,0.23000000000000043
 Stage 2  Out  Meas 0  U  Setp,12.050000000000002,1.7764198877893954e-15,0.0,0.0,0.0
 Stage 2  Out  Meas 1  U  Act,6.261505789759377,1.6069991930591294,-2.291118287212188,9.76911662498301,0.41000000000000014
 Stage 2  Out  Meas 1  U  Setp,11.710000000000003,1.7764198877893954e-15,0.0,0.0,0.0
 Stage 2  Out  Meas 2  U  Act,10.250606062613715,2.3111614766876625,-3.910303228017666,14.119955079892764,0.2900000000000009
 Stage 2  Out  Meas 2  U  Setp,11.0,0.0,0.0,0.0,0.0
 Stage 2  Out  Meas 3  U  Act,19.303841595144803,4.69026262994147,-3.8187680698008686,12.821050165310307,0.7699999999999996
 Stage 2  Out  Meas 3  U  Setp,20.73,0.0,0.0,0.0,0.0
 Stage 2  Out  Meas 4  U  Act,2.9285523498050114,9.167665566289234,2.8182495386776174,5.967754915456121,0.0
 Stage 2  Out  Meas 4  U  Setp,31.360000000000014,1.4211359102315163e-14,0.0,0.0,0.0
 Stage 2  Out  Meas 5  U  Act,2.7432118461673762,0.3913714102318084,-3.6076207318760507,43.68284220460868,0.27
 Stage 2  Out  Meas 5  U  Setp,2.710000000000001,8.882099438946977e-16,0.0,0.0,0.0
 Stage 2  Out  Meas 6  U  Act,0.5322880672443214,0.20476765882226491,1.0892299968923023,12.921796086289664,0.22000000000000003
 Stage 2  Out  Meas 6  U  Setp,0.01,0.0,0.0,0.0,0.0
 Stage 2  Out  Meas 7  U  Act,2.913032871745883,0.517948089284123,-4.031368711148376,24.275433727701433,0.040000000000000036
 Stage 2  Out  Meas 7  U  Setp,2.75,0.0,0.0,0.0,0.0
 Stage 2  Out  Meas 8  U  Act,18.354126494163687,5.0244157759907555,-3.3596698486422074,9.365388209602242,0.5700000000000003
 Stage 2  Out  Meas 8  U  Setp,19.389999999999997,3.552839775578791e-15,0.0,0.0,0.0
 Stage 2  Out  Meas 9  U  Act,11.64598161336741,7.608595535737389,-0.8765904464987297,-1.2299936537091443,16.66
 Stage 2  Out  Meas 9  U  Setp,16.47,0.0,0.0,0.0,0.0
 Stage 2  Out  Meas 1 0  U  Act,7.535957837823751,1.645785077676358,-4.337655290608407,16.92120096000626,0.11000000000000032
 Stage 2  Out  Meas 1 0  U  Setp,7.930000000000003,3.552839775578791e-15,0.0,0.0,0.0
 Stage 2  Out  Meas 1 1  U  Act,5.416515157750426,1.1823328857197701,-4.290343620003195,16.74545852627641,0.2400000000000002
 Stage 2  Out  Meas 1 1  U  Setp,5.650000000000001,8.882099438946977e-16,0.0,0.0,0.0
 Stage 2  Out  Meas 1 2  U  Act,1.9725612342679584,0.41453975964785555,-4.218401763784443,16.82849653487088,0.06000000000000005
 Stage 2  Out  Meas 1 2  U  Setp,1.8500000000000005,4.4410497194734885e-16,0.0,0.0,0.0
 Stage 2  Out  Meas 1 3  U  Act,3.5352507329153178,0.4768243910457011,-5.450310015977126,40.96423651249238,0.3099999999999996
 Stage 2  Out  Meas 1 3  U  Setp,2.89,0.0,0.0,0.0,0.0
 Stage 2  Out  Meas 1 4  U  Act,7.515574121681148,2.0829475167785803,-2.8622588672675837,8.463876096795397,0.3600000000000003
 Stage 2  Out  Meas 1 4  U  Setp,11.710000000000003,1.7764198877893954e-15,0.0,0.0,0.0
